Species,Variety,Processing.Method,Total.Cup.Points,Moisture,Color
Arabica,Typica,Washed / Wet,77.5,0.13,Green
Arabica,Bourbon,Washed / Wet,77.42,0.11,Green
Arabica,Bourbon,Natural / Dry,77.33,0.0,Green
Arabica,Other,Washed / Wet,77.33,0.1,Green
Arabica,Other,Washed / Wet,77.17,0.12,Green
Arabica,Caturra,Washed / Wet,77.0,0.0,Green
Arabica,Typica,Washed / Wet,76.42,0.13,Green
Arabica,Bourbon,Washed / Wet,76.33,0.11,Green
Arabica,Hawaiian Kona,Natural / Dry,76.25,0.0,Green
Arabica,Bourbon,Washed / Wet,76.08,0.12,Green
Arabica,Pacas,Natural / Dry,76.0,0.11,Green
Arabica,Bourbon,Washed / Wet,75.58,0.11,Green
Arabica,Pacamara,Washed / Wet,75.5,0.11,Green
Arabica,Mundo Novo,Washed / Wet,75.17,0.11,Green
Arabica,Typica,Washed / Wet,75.17,0.13,Bluish-Green
Arabica,Typica,Washed / Wet,75.0,0.14,Green
Arabica,Typica,Washed / Wet,74.83,0.12,Green
Arabica,Typica,Washed / Wet,74.67,0.12,Green
Arabica,Hawaiian Kona,Natural / Dry,74.42,0.0,Blue-Green
Arabica,Bourbon,Washed / Wet,74.33,0.11,Green
Arabica,Typica,Washed / Wet,74.33,0.14,Green
Arabica,Typica,Washed / Wet,73.83,0.12,Green
Arabica,Pacas,Washed / Wet,73.42,0.11,Green
Arabica,Hawaiian Kona,Natural / Dry,72.58,0.11,Green
Arabica,Caturra,Washed / Wet,71.75,0.11,Green
Arabica,Mundo Novo,Washed / Wet,71.08,0.12,Green
Arabica,Bourbon,Washed / Wet,71.0,0.11,Green
Arabica,Typica,Washed / Wet,70.75,0.12,Green
Arabica,Catuai,Washed / Wet,69.33,0.1,Green
Arabica,Catuai,Washed / Wet,69.17,0.1,Green
Arabica,Catuai,Washed / Wet,69.17,0.1,Green
Arabica,Typica,Natural / Dry,67.92,0.14,Blue-Green
Arabica,Caturra,Other,63.08,0.13,Green
Arabica,Catuai,Washed / Wet,59.83,0.1,Green
